Deskripsi,Jenis_Konflik,Mediasi
"JAKARTA KOMPAS.com - Dewan Pimpinan Pusat (DPP) Partai Demokrat menolak menindaklanjuti permintaan sejumlah kader seniornya untuk menggelar Kongres Luar Biasa pada 2019. Ketua Dewan Kehormatan DPP Partai Demokrat Amir Syamsuddin menegaskan alasan dan tata cara yang memungkinkan terselenggaranya KLB telah diatur secara tegas dan limitatif dalam anggaran dasar dan anggaran rumah tangga (AD/ART) partai. Sehingga tampilnya beberapa kader yang sesenior apapun tidak bisa mengesampingkan ketentuan-ketentuan tersebut. ""Persoalan KLB adalah persoalan serius yang wajib diketahui dan terinformasikan secara nasional dan tidak boleh dimunculkan apalagi dideklarasikan hanya oleh segelintir senior"" kata Amir kepada Kompas.com Jumat (14/6/2019). Sebelumnya senior Demokrat yang tergabung dalam Gerakan Moral Penyelamatan Partai Demokrat (GMPPD) mendorong DPP menggelar Kongres Luar Biasa paling lambat pada 9 September 2019. Beberapa politisi senior yang tergabung dalam gerakan ini yakni Anggota Majelis Tinggi Partai Demokrat Max Sopacua pendiri Demokrat Ahmad Mubarok dan tokoh senior lain seperti Ahmad Jaya dan Ishak. Normalnya Kongres Demokrat yang digelar lima tahunan baru akan diselenggarakan pada 2020. Namun para senior menilai Kongres sebagai forum tertinggi untuk memilih ketua umum dan pengurus baru mendesak untuk dilakukan karena perolehan suara yang anjlok. Perolehan suara Demokrat turun menjadi 77 persen pada pemilu legislatif 2019. Padahal pada pemilu 2014 lalu perolehan suara Demokrat mencapai 109 persen. Amir mengatakan pihaknya menghargai masukan dari para senior itu. Namun ia menilai masukan itu tidak disampaikan dalam forum dan waktu yang tepat. ""Semua ada forum waktu dan tempatnya untuk dikemukakan sesuai ketentuan dalam AD/ART"" kata dia. Saat ditanya soal sikap para pengurus Demokrat di daerah terkait usul Kongres Luar Biasa ini Amir tak menjawab secara tegas. Salah satu syarat terselenggaranya Kongres Luar Biasa adalah persetujuan dari mayoritas Dewan Pimpinan Daerah (DPD) dan Dewan Pimpinan Cabang (DPC) Demokrat. ""Justru DPD dan DPC tidak boleh dihadapkan pada situasi yang dapat membingungkan. Terlebih pula timing yang tidak tepat karena mereka semua baru saja merasakan kehilangan dan berduka atas berpulangnya alm Ibu Ani"" kata Amir.",Konflik Kepengurusan Partai,Musyawarah
"JAKARTA KOMPAS.com — Dewan Pembina Partai Demokrat membuka peluang dilakukannya Kongres Luar Biasa (KLB) untuk mengganti posisi Ketua Umum Anas Urbaningrum. KLB akan dilakukan jika status hukum Anas masih mengambang sementara elektabilitas Partai Demokrat tak menunjukkan peningkatan yang baik. ""KLB perlu dipersiapkan. Saat ini Majelis Tinggi sifatnya standar dalam menjalankan kewenangan ketua umum. Maka nanti perlu ada langkah organisasi sesuai AD/ART untuk melakukan konsolidasi partai secara benar"" ujar anggota Dewan Pembina Partai Demokrat Hayono Isman Rabu (13/2/2013) di Gedung Kompleks Parlemen Senayan Jakarta. Hayono mengatakan posisi ketua umum bisa diganti jika terjadi dua hal yakni jika yang bersangkutan ditetapkan sebagai tersangka. Setelah ditetapkan sebagai tersangka ketua umum diharuskan mengundurkan diri atau melalui mekanisme KLB. ""KLB itu bukan sesuatu yang mustahil. Itu amanah AD/ART. Tapi kalau dilaksanakan sekarang memang tidak tepat dan bijak"" ujarnya. Waktu KLB lanjut Hayono harus disesuaikan dengan situasi. Majelis Tinggi sebut Hayono bisa saja mengumpulkan Ketua DPD dan berbagai unsur di Partai Demokrat untuk membentuk caretaker. Hayono menuturkan langkah Ketua Majelis Tinggi PD Susilo Bambang Yudhoyono yang mengambil alih kewenangan Anas patut dilakukan. Pasalnya eletabilitas Partai Demokrat terjun bebas. ""Ini akan sulit rebound. Kepercayaan publik juga sulit dipulihkan"" kata Hayono. Seperti diberitakan SBY selaku Ketua Majelis Tinggi Partai Demokrat menyatakan bahwa kepemimpinan Partai Demokrat kini diambil alih oleh Majelis Tinggi Partai Demokrat. Seluruh instrumen Dewan Pimpinan Pusat seperti fraksi Dewan Pimpinan Daerah hingga Dewan Pimpinan Cabang kini bertanggung jawab penuh kepada SBY. Sementara itu SBY meminta agar Anas fokus menjalani proses hukum. Partai Demokrat lanjutnya juga siap menyediakan bantuan hukum untuk Anas.",Konflik Kepengurusan Partai,Musyawarah
"JAKARTA KOMPAS.com - Kepala Kantor Staf Presiden (KSP) menyatakan menerima keputusan Kongres Luar Biasa (KLB) Partai kontra AHY yang digelar di Deli Serdang Sumatera Utara pada Jumat (5/3/2021). Keputusan itu mengamanatkan Moeldoko sebagai Ketua Umum Partai Demokrat versi KLB. Moeldoko menyampaikan hal itu lewat sambungan telepon yang diperdengarkan kepada peserta KLB yang hadir. Namun sebelum menerima keputusan itu Moeldoko mengajukan tiga pertanyaan kepada kader Demokrat di lokasi KLB. ""Meski secara aklamasi rekan-rekan telah memberikan kepercayaan kepada saya saya ingin memastikan. Untuk itu tolong saudara-saudara jawab beberapa pertanyaan saya untuk memastikan"" kata Moeldoko dipantau dari siaran langsung KLB di KompasTV Jumat. ""Pertama KLB ini sesuai AD/ART atau tidak?"" kata dia. Peserta KLB lalu menjawab sudah sesuai. ""Kedua saya ingin tahu keseriusan kalian memilih saya sebagai ketum Partai Demokrat serius atau tidak?"" kata Moeldoko. Peserta KLB kembali menjawab serentak dengan ""Serius"". Hal yang ketiga Moeldoko meminta kepastian integritas peserta KLB untuk memperjuangkan kepentingan NKRI di atas kepentingan pribadi dan golongan. Peserta KLB lantas menyatakan kesiapannya. Setelah mendengar tiga jawaban tersebut Moeldoko mau menerima amanah sebagai Ketua Umum Partai Demokrat versi KLB. ""Baik dengan demikian saya menghargai dan menghormati keputusan saudara. Oke kita terima menjadi ketua umum"" kata dia.",Konflik Kepengurusan Partai,Musyawarah
"KOMPAS.com - Nama ramai menjadi perbincangan beberapa waktu terakhir seiring memanasnya isu kudeta kepemimpinan di Partai .Jhoni diketahui merupakan salah satu motor kubu kontra-Ketua Umum Partai Agus Harimurti Yudhoyono (AHY) yang menggelar kongres luar biasa ( ) di Deli Serdang Jumat (5/3/2021). Dalam KLB itu Jhoni bertindak sebagai pimpinan KLB dan menjadi sosok yang menyatakan Kepala Staf Kepresidenan terpilih sebagai ketua umum Partai Demokrat periode 2021-2025 versi KLB. Meskipun namanya menjadi buah bibir di isu-isu politik belakangan ini siapa yang menyangka ternyata seorang dokter hewan. Dilansir dari situs resmi DPR Jhoni yang saat ini duduk di Komisi V DPR rupanya merupakan lulusan S1 Kedokteran Hewan Insitut Pertanian Bogor tahun 1979-1986. Saat masih kuliah dia tercatat aktif di organisasi kemahasiswaan antara lain Gema Kosgoro GMKI Resimen Mahasiswa Bogor Gabungan Mahasiswa Sumut hingga KNPI. Setelah lulus sosok kelahiran Panguruan 21 Agustus 1960 itu bekerja di Taman Margasatwa Ragunan DKI Jakarta sebagai kepala bagian umum dan penata muda. Pada tahun 1998 Jhoni mengambil pendidikan Magister Manajemen di STIE- IPWI Jakarta dan lulus pada tahun 2000. Kiprah di Demokrat hingga Gelar KLB bukanlah muka baru di Partai Demokrat. Dikutip dari kompas.tv ia bergabung dalam partai berlambang mercy itu pada 2002 lalu sejak partai tersebut berdiri. Dua tahun setelahnya Jhoni terpilih menjadi anggota DPR dan tidak pernah absen selalu terpilih sebagai anggota DPR dari Daerah Pemilihan Sumatera II hingga periode 2019-2024. Jhoni pun tercatat pernah menempati sejumlah posisi penting di kepengurusan Partai Demokrat antara lain ketua bidang OKK pada tahun 2005-2010 wakil ketua umum I pada 2010-2015 serta anggota Majelis Tinggi Partai Demokrat tahun 2015-2020. Nama Jhoni terdengar saat kasus penerimaan gratifikasi proyek Hambalang diusut KPK sekitar tahun 2013-2014. Tersangkanya adalah Anas Urbaningrum Ketua Umum Partai Demokrat saat itu. Jhoni yang merupakan tim sukses Anas dalam Kongres Partai Demokrat 2010 di Bandung diperiksa terkait dugaan politik uang yang dilakukan Anas. Saat itu memang KPK tengah mendalami aliran dana ke Kongres Partai Demokrat untuk pemenangan Anas. Kini Jhoni mendadak menjadi perbincangan lagi karena dituding terlibat dalam upaya kudeta kepemimpinan di Partai Demokrat dengan menyelenggarakan KLB.  Jhoni beserta enam kader Demokrat lainnya pun dipecat atas keterlibatan mereka dalam upaya kudeta tersebut. Akan tetapi Jhoni Allen cs nyatanya tetap menggelar KLB yang pada akhirnya menetapkan Moeldoko sebagai ketua umum dan Jhoni sebagai sekretaris jenderal. Menggugat dan Dipecah AHY Kisruh Partai Demokrat itu kini sudah memasuki babak baru di mana Jhoni Allen dan kawan-kawan mengajukan gugatan atas pemecatan mereka sebagai kader Demokrat. Moeldoko Demokrat Kirimkan Surat Pemberhentian Jhoni Allen ke Pimpinan DPR Jhoni Allen Datang Rapat Anggota Komisi V: Selamat Datang Sekjen KLB Jhoni Allen: Moeldoko Tak Pernah Berpikir Jadi Ketum Demokrat Kami yang Meminang Hari ini Rabu (17/3/2021). Jhoni menjalani sidang perdana atas gugatannya ke AHY. Selain AHY selaku tergugat I Jhoni juga menggugat Sekretaris Jenderal Partai Demokrat Teuku Riefky Harsya (tergugat II) dan Ketua Dewan Kehormatan Partai Demokrat Hinca Pandjaitan (tergugat III). Diketahui gugatan itu dilayangkan sebagai buntut dari pemecatan Jhoni karena dianggap terlibat dan mendukung upaya kudeta di internal Partai Demokrat. Sementara itu Kepala Badan Komunikasi Strategis DPP Partai Demokrat Herzaky Mahendra Putra mengatakan partainya sudah melakukan proses pemberhentian Jhoni Allen Marbun sebagai anggota DPR dari Fraksi Partai Demokrat. Menurut dia Partai Demokrat sudah mengirimkan surat kepada pimpinan DPR terkait pemberhentian tersebut. ""Partai Demokrat memang telah memproses pemberhentian Jhoni Allen selaku anggota DPR RI dari Fraksi Partai Demokrat. Surat resmi telah kami kirimkan ke pimpinan DPR"" kata Herzaky",Konflik Kepengurusan Partai,Musyawarah
"KOMPAS.com - Juru Bicara kubu kontra Agus Harimurti Yudhoyono () Muhammad Rahmad menyebut AHY dan jajarannya sudah dinyatakandemisioner. Rahmad juga mengatakan bahwa Majelis Tinggi Pimpinan Susilo Bambang Yudhoyono (SBY) sudah dibubarkan oleh Kongres Luar Biasa (KLB) di Deli Serdang Sumatera Utara. ""Kepengurusan DPP sekarang adalah Partai Demokrat pimpinan Jenderal TNI (Purn) Moeldoko "" kata Rahmad dalam keterangannya Selasa (30/3/2021). Adapun hal tersebut diutarakannya untuk merespons konferensi pers dari AHY yang digelar Senin (29/3/2021) sore. Menurutnya Ketua Umum DPP Partai Demokrat versi KLB yakni Moeldoko telah menyimak dengan seksama isi konferensi pers tersebut. Ia mengklaim kepengurusan Partai Demokrat di bawah kepemimpinan AHY telah demisioner di KLB. Pihaknya juga mengaku sudah mendaftarkan kepengurusan baru Demokrat versi Moeldoko ke Kementerian Hukum dan HAM (Kemenkumham). ""Sebagaimana layaknya sesuai peraturan perundangan kepengurusan DPP Partai Demokrat yang baru sudah didaftarkan ke Kemenkumham"" ujarnya. Rahmad melanjutkan pihaknya mencatat dengan teliti pernyataan AHY terkait radikalisme dan lainnya. Ia berpandangan AHY dan SBY tidak perlu panik kebakaran jenggot atau mengulang kata bohong. ""Jelaskan saja oleh AHY atau SBY ke masyarakat luas kenapa organisasi radikal bisa tumbuh subur di Indonesia di era kepemimpinan SBY sebagai Presiden sekaligus sebagai Ketua Umum dan Ketua Majelis Tinggi Partai Demorkat"" jelasnya. Selain itu Rahmad menegaskan bahwa pihaknya sudah tak memedulikan apa yang disampaikan oleh AHY. Menurut dia apa yang disampaikan oleh AHY sudah tidak berpengaruh apapun karena kepengurusannya sudah demisioner. ""Karena itu Jenderal TNI (Purn) Moeldoko dalam waktu secepatnya akan mengambil langkah langkah penertiban di internal partai dan mengimbau kepada kader partai di daerah untuk tetap bersatu dan utuh di dalam rumah besar Partai Demokrat"" tutur Rahmad. Kemudian ia juga mengimbau kepada seluruh kader Partai Demokrat di seluruh Indonesia untuk tetap tenang dan sabar. Sebab menurutnya situasi di dalam Partai Demokrat tetap terkendali dan aman di bawah kepemimpinan Moeldoko. Sebelumnya AHY mengadakan konferensi pers pada Senin (29/3/2021) untuk menanggapi pernyataan Moeldoko dalam akun Instagram terkait terpilihnya sebagai Ketua Umum Partai Demokrat versi KLB. Pada kesempatan tersebut AHY menyebut pernyataan Moeldoko berisi kebohongan. Bahkan ia menilai pernyataan itu sudah menghasut pertentangan ideologi. ""Kita pikir setelah lebih dari tiga minggu tidak bersuara KSP Moeldoko akan mengeluarkan argumen yang bernas ternyata cuma pernyataan bohong lagi dan bohong lagi. Bahkan seolah menghasut dengan pernyataannya soal pertentangan ideologi"" kata AHY Senin",Konflik Kepengurusan Partai,Musyawarah
"JAKARTA KOMPAS.com - Kongres Luar Biasa (KLB) Partai Demokrat yang  diselenggarakan di Deli Serang Sumatera Utara pada Jumat (5/3/2021)  menetapkan Kepala Kantor Staf Presiden (KSP) sebagai Ketua Umum Demokrat periode 2021-2025. Berdasarkan siarang langsung yang ditayangkan Kompas TV politisi Demokrat yang sebelumnya dipecat Jhoni Allen Marbun membacakan ada dua kandidatketua umum dalam KLB tersebut. Kedua kandidat tersebut ialah Moeldoko dan mantan Sekretaris Jenderal Partai Demokrat sekaligus mantan Ketua DPR Marzuki Alie.  Namun peserta KLB akhirnya memilih Moeldoko sebagai Ketua Umum  Demokrat versi KLB di Deli Serdang Sumatera Utara.  Adapun Marzuki ALie didapuk sebagai Ketua Dewan Pembina Partai Demokrat  periode 2021-2025. Moeldoko pun menyampaikan sambutannya usai ditetapkan sebagai ketua  umum. Ia menyampaikan sambutannya via sambungan telepon.  ""Dengan demikian saya menghargai dan menghormati keputusan Saudara.  Oke kita terima menjadi ketua umum"" ucap Moeldoko lewat sambungan  telepon.",Konflik Kepengurusan Partai,Musyawarah
"KOMPAS.com - Eks Kader  Darmizal mengungkapkan Kongres Luar Biasa (  ) Partai Demokrat akan berlangsung pada Jumat (5/3/2021) ini.  Darmizal mengklaim sebagian besar Ketua DPD dan Ketua DPC sudah  menyampaikan kesediaannya untuk hadir dalam KLB.  ""Pendiri Partai Ketua DPD dan DPC Pimpinan Organisasi Sayap seperti AMD  KMD BMD dan GMD beserta pengurus di seluruh Tanah air sudah konfirmasi  datang (ke KLB)"" kata Darmizal dalam keterangannya Kamis (4/3/2021)  malam.  Menurutnya KLB dilaksanakan atas semangat dan harapan Demokrat dipimpin  Ketua Umum yang kompeten terbuka egaliter dan tidak semena-mena.  Darmizal menyinggung langkah DPP Demokrat pimpinan Ketum Agus  Harimurti Yudhoyono (AHY) yang dinilainya sudah sangat terlambat dalam  melakukan upaya pendekatan kepada DPD dan DPC.  Dia menganggap tindakan tersebut sebagai upaya yang sia-sia.  ""KLB sudah di depan pintu. Nasi sudah jadi bubur. Mereka tidak perlu  menyesalinya"" jelasnya.  Darmizal juga mengungkit kembali tindakan AHY yang dinilainya sembrono  saat menuduh adanya kudeta di tubuh.  Dia justru menganggap AHY tak mampu melakukan introspeksi diri atas  kebijakannya yang merugikan banyak kader di daerah.  ""Iuran wajib tiap bulan ke DPP dan setoran mahar pilkada tanpa feedback ke  daerah kembali adalah sesuatu yang dzalim"" tuturnya.  Mantan politikus Partai Demokrat itu meyakini KLB adalah jalan dan  kesempatan terbaik bagi semua kader Demokrat untuk menyelamatkan partai.  Menurut dia ini adalah warisan terbaik yang bisa dilakukan untuk kembali  membesarkan Partai Demokrat.  Sebelumnya diberitakan Darmizal menyebut ia bersama sejumlah pendiri dan  kader senior Demokrat tengah menyiapkan rencana.  ""Agar ada perbaikan kinerja apabila ketua umumnya diganti melalui progres  kongres luar biasa"" kata Darmizal dalam konferensi pers di Mega Kuningan  Jakarta Sabtu (27/2/2021) dikutip dari Kompas.tv.  Sebelumnya Kepala Badan Komunikasi Strategis Partai Demokrat Herzaky  Mahendra Putra mengatakan para mantan kader Demokrat tidak perlu  memaksakan diri membuat kongres luar biasa ( KLB).  ""Jangan memaksakan diri membuat KLB bodong. Sudah mantan kader masih  saja mau ikut-ikutan mengurus Partai Demokrat. Lebih baik waktunya dipakai  buat bantu rakyat saja yang sedang kesulitan karena pandemi dan bencana""  kata Herzaky dalam siaran pers Rabu (3/3/2021).  Ia mengatakan para mantan kader sudah tidak berhak membawa-bawa dan  mengatasnamakan diri sebagai Partai Demokrat.  Herzaky pun menegaskan partainya solid di mana para pemilik suara telah  berkomitmen mendukung kepemimpinan Agus Harimurti Yudhoyono (AHY).",Konflik Kepengurusan Partai,Musyawarah
"KOMPAS.com - Mantan Sekretaris Jenderal  mengaku akan hadir di kongres luar biasa (KLB).  Ia akan meminta keanggotaannya di Partai Demokrat dipulihkan jika KLB  tersebut memenuhi syarat pelaksanaan. Marzuki dipecat pada 26 Februari  2021 karena dinilai telah melanggar etika partai.  ""Kalau KLB ini memenuhi syarat maka saya akan minta pulihkan keanggotaan  saya"" kata Marzuki saat dihubungi Kompas.com Kamis (4/3/2021).  Baca juga:  Berdasarkan AD/ART Partai Demokrat KLB dapat digelar jika diminta oleh  Majelis Tinggi Partai (MTP) atau diminta oleh minimal 2/3 DPD 1/2 DPC dan  disetujui Ketua MTP yakni Susilo Bambang Yudhoyono.  Menurut Marzuki KLB akan digelar di Sumatera Utara pada Kamis (4/3/2021)  hingga Sabtu (6/3/2021).  ""Saya baru dapat undangan sore ini untuk hadir di KLB. Karena saya sudah  dipecat tentu saya harus hadir"" ucap mantan Ketua DPR itu.  Baca juga:  Sebelumnya Ketua Badan Pemenangan Pemilu (Bappilu) Partai Demokrat Andi  Arief mengungkapkan kabar mengenai KLB yang digagas oleh sejumlah  mantan kader dan sejumlah pihak.  Andi mengatakan tim investigasi Partai Demokrat mendatangi sebuah hotel di  Sumatera Utara.  Dari hasil temuan itu tim mendapatkan sejumlah nama yang akan hadir dalam  KLB antara lain Kepala Kantor Staf Kepresidenan (KSP) Moeldoko Marzuki  Alie dan Jhoni Allen.  ""Setelah kami cek meminta siapa yang datang tamu-tamu dari luar kota. Maka  ditemukan sejumlah nama-nama seperti Jhoni Allen Nazaruddin Marzuki Alie  Moeldoko Darmizal Ahmad Yahya Max Sopacua dll"" kata Andi dalam akun  Twitternya @Andiarief_.    Adapun Marzuki Alie dan enam kader Demokrat telah dipecat secara tidak  hormat oleh Partai Demokrat.  Mereka dianggap terlibat dalam upaya pengambilalihan kepemimpinan partai.  Kepala Badan Komunikasi Strategis DPP Partai Demokrat Herzaky Mahendra  Putra mengatakan Marzuki Alie terbukti melakukan pelanggaran etika partai.  Marzuki dianggap bersalah melakukan tingkah laku buruk dengan tindakan dan  ucapannya secara terbuka di media massa tentang kebencian serta  permusuhan kepada Partai Demokrat.",Konflik Kepengurusan Partai,Musyawarah
"JAKARTA KOMPAS.com - Kepala Staf Kepresidenan  mengklaim  memiliki hak politik untuk menerima jabatan ketua umum  versi kongres luar biasa (KLB).  ""Pilihan saya ini adalah hak politik saya sebagai seorang sipil"" kata Moeldoko  dalam video yang diunggah melalui akun Instagram-nya @dr_moeldoko Selasa  (30/3/2021).  Moeldoko menuturkan selama aktif di kemiliteran ia bertugas mengawal  stabilitas negara dan demokrasi.  Ketika masih menjabat sebagai panglima TNI Moeldoko mengaku berhasil  mengawal stabilitas demokrasi saat penyelenggaraan Pemilihan Umum 2014.  ""TNI bermain di ruang sempit tetapi dengan seni kepemimpinan situasi itu  saya hadapi. Dan pada pemilu 2014 semuanya telah berjalan dengan baik""  kata dia.  Menurut Moeldoko peran menjaga demokrasi tersebut tetap ia lakukan meski  kini sudah berstatus sebagai warga sipil.  ""Saat ini saya sebagai sipil saya tetap konsisten dengan tugas tersebut yaitu  tugas menjaga demokrasi yang telah melekat di hati saya. Mengalir dalam  darah saya"" kata dia.  Kemudian Moeldoko menyebut tidak pernah mengemis untuk mendapat  pangkat dan jabatan apalagi dengan menggadaikan nilai yang ia perjuangkan  selama ini.  ""Saya konsisten saya rela mempertaruhkan leher saya untuk terus  menegakkan Pancasila dan berkibarnya Merah Putih. Tetapi jika ada yang  berusaha merusak keindonesiaan kita. Saya akan berdiri memimpin untuk  meruntuhkannya"" ujar Moeldoko.  Dalam KLB Deli Serdang  di Deli Serdang Sumatera Utara Jumat  (5/3/2021) Moeldoko ditunjuk sebagai ketua umum.  KLB itu digelar oleh kubu yang kontra dengan Ketua Umum Partai Demokrat  Agus Harimurti Yudhoyono (AHY).  Nasib Partai Demokrat kini berada di tangan pemerintah.  Kubu kontra-AHY telah menyerahkan Anggaran Dasar dan Anggaran Rumah  Tangga (AD/ART) dan susunan kepengurusan partai hasil KLB ke Kementerian  Hukum dan HAM.  Sementara AHY juga menyerahkan sejumlah dokumen untuk membuktikan  penyelenggaraan KLB Deli Serdang tidak sesuai dengan AD/ART Partai  Demokrat yang disahkan pemerintah.  Menteri Hukum dan HAM Yasonna Laoly berjanji akan bersikap profesional dan  objektif dalam memutuskan konflik tersebut.  ""Kita aturannya jelas kok aturannya jelas. Diserahkan saja kita akan  mengambil keputusan secara profesional"" kata Yasonna dalam rapat dengan  Komisi III DPR Rabu (17/3/2021).",Konflik Kepengurusan Partai,Musyawarah
"KOMPAS.com - Kepala Kantor Staf Presiden (KSP)  menyatakan dirinya menerima jabatan sebagai Ketua Umum  kubu kontra Agus Harimurti Yudhoyono (AHY) periode 2021-2025.  Hal ini Moeldoko sampaikan setelah dirinya ditetapkan sebagai ketua umum  melalui Kongres Luar Biasa (  ) Partai Demokrat yang diselenggarakan di  Deli Serang Sumatera Utara Jumat (5/3/2021).  ""Saya menghargai dan menghormati keputusan saudara. Oke kita terima  menjadi ketua umum"" kata Moeldoko melalui sambungan telepon Jumat.  Baca juga:  Dalam sambutannya Moeldoko sempat menanyakan tiga hal kepada kader  Demokrat yang hadir di KLB.  Pertama ia memastikan bahwa KLB ini digelar sesuai dengan anggaran  dasar/anggaran rumah tangga (AD/ART) Partai Demokrat.  ""Tolong saudara-saudara jawab beberapa pertanyaan saya untuk memastikan.  Tolong dijawab secara serentak KLB ini sesuai AD/ART atau tidak?"" tanya  Moeldoko.  Peserta KLB pun kompak menjawab ""Sesuai"".  Kedua Moeldoko bertanya keseriusan kader Partai Demokrat memilih dirinya  sebagai ketua umum.  Para kader pun serempak berseru ""Serius.  Ketiga Moeldoko menanyakan sejauh mana keseriusan kader Demokrat untuk  bekerja dengan penuh integritas.  ""Yang ketiga sejauh mana keseriusan saudara untuk mau bekerja menetapkan  Merah Putih di atas kepentingan pribadi atau golongan?"" tanya Moeldoko.  Kompak para kader menjawab ""Siap"".  Dipantau melalui tayangan Kompas TV penetapan Moeldoko sebagai Ketua  Umum Partai Demokrat Kubu Kontra AHY dibacakan oleh politisi yang  sebelumnya telah dipecat Partai Demokrat Jhoni Allen Marbun.  Mulanya ada dua kandidat ketua umum. Mantan Sekretaris Jenderal Partai  Demokrat sekaligus mantan Ketua DPR Marzuki Alie menjadi lawan tunggal  Moeldoko.  Namun peserta KLB akhirnya memilih Moeldoko sebagai ketua umum.  ""Menetapkan Dr H Moeldoko sebagai Ketua Umum Partai Demokrat"" ujar Jhoni  Allen dalam siaran langsung di Kompas TV Jumat sore.",Konflik Kepengurusan Partai,Musyawarah
